equation_id,profile_type,time_delays,model_ratios
78,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.637612 1.637273 1.636506 1.630635 1.628266 1.627732 1.625642 1.622311
 1.618804 1.615495 1.612159 1.607976 1.602476 1.598424 1.595801 1.589216
 1.58633  1.580226 1.574353 1.56923  1.56352  1.557153 1.551173 1.545354
 1.53734  1.530383 1.523201 1.515109 1.5062   1.498174 1.488443 1.479139
 1.469204 1.459557 1.448355 1.437319 1.426041 1.414153 1.401924 1.38883
 1.375923 1.362111 1.348247 1.33374  1.318458 1.303083 1.287582 1.271182
 1.254722 1.237859 1.220614 1.202957 1.185084 1.166775 1.148182 1.12968
 1.110714 1.091551 1.072359]"
79,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.339283 1.339138 1.338679 1.334345 1.332692 1.332449 1.331036 1.328696
 1.326239 1.323951 1.321664 1.318753 1.314864 1.3121   1.31045  1.305813
 1.30402  1.299811 1.295811 1.292418 1.288616 1.284355 1.280429 1.276671
 1.271291 1.266765 1.262118 1.256835 1.250988 1.24587  1.239519 1.233556
 1.22718  1.22109  1.213889 1.206885 1.19977  1.192265 1.184574 1.176302
 1.168243 1.159571 1.15093  1.141869 1.132288 1.122697 1.113069 1.102813
 1.092559 1.082042 1.07127  1.060214 1.049012 1.037494 1.025762 1.014093
 1.002056 0.989845 0.977577]"
80,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.340769 1.340733 1.340409 1.336454 1.335029 1.334942 1.333767 1.331732
 1.329603 1.327646 1.325705 1.323195 1.319781 1.317445 1.316176 1.31212
 1.310759 1.307149 1.303761 1.300969 1.297819 1.294266 1.291059 1.28804
 1.283528 1.279852 1.2761   1.271784 1.266976 1.262894 1.257692 1.252897
 1.247756 1.242928 1.237099 1.231501 1.225846 1.219869 1.213765 1.207161
 1.200805 1.193917 1.187104 1.17994  1.172328 1.164749 1.157174 1.149041
 1.140942 1.132623 1.124086 1.115297 1.106382 1.097169 1.08775  1.078377
 1.068632 1.058688 1.048644]"
81,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.5211   1.520991 1.520542 1.515855 1.514108 1.513912 1.512441 1.509959
 1.507356 1.504945 1.502542 1.499464 1.495321 1.492421 1.49075  1.485817
 1.484011 1.479567 1.475364 1.471838 1.467877 1.463426 1.459358 1.455488
 1.449854 1.445173 1.440377 1.4349   1.428822 1.423565 1.416972 1.410826
 1.404246 1.398002 1.390559 1.383355 1.376051 1.36834  1.360449 1.351939
 1.343688 1.334782 1.325933 1.316641 1.306794 1.296955 1.287092 1.276547
 1.266016 1.255201 1.244106 1.232695 1.221116 1.20917  1.196967 1.184804
 1.172196 1.159346 1.146375]"
83,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.353442 2.352871 2.351654 2.342783 2.339145 2.338244 2.335004 2.32989
 2.324501 2.31939  2.314225 2.307771 2.299324 2.293028 2.288854 2.278712
 2.274096 2.264622 2.255465 2.247404 2.238429 2.228431 2.218977 2.209726
 2.197127 2.186077 2.174639 2.161779 2.147634 2.134766 2.119263 2.104344
 2.088406 2.072835 2.054839 2.037018 2.018753 1.999481 1.979606 1.958328
 1.93724  1.91468  1.891941 1.868117 1.843005 1.817639 1.791969 1.764806
 1.73743  1.709319 1.680497 1.650919 1.620883 1.590055 1.558666 1.527297
 1.495096 1.46248  1.429714]"
84,polynomial,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.597699 2.598093 2.598087 2.592595 2.590979 2.591437 2.590284 2.587862
 2.585341 2.583129 2.580991 2.578036 2.573759 2.571186 2.570305 2.565228
 2.564346 2.560094 2.556257 2.553417 2.550115 2.546284 2.543081 2.540271
 2.535265 2.531661 2.528058 2.523707 2.518721 2.515    2.509678 2.505141
 2.50022  2.495956 2.490294 2.485175 2.480154 2.474824 2.469499 2.463592
 2.458308 2.452407 2.446873 2.44103  2.434725 2.428751 2.423074 2.416783
 2.410862 2.404906 2.398926 2.392881 2.386993 2.380985 2.375023 2.369559
 2.363885 2.358309 2.353024]"
85,polynomial,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[0.453516 0.453816 0.45402  0.452761 0.452561 0.452932 0.452883 0.452509
 0.452124 0.451837 0.451587 0.451134 0.450345 0.450027 0.450179 0.449229
 0.449414 0.448721 0.448157 0.447875 0.447489 0.446981 0.446657 0.446454
 0.445692 0.445316 0.444956 0.444418 0.443731 0.443388 0.442645 0.442119
 0.441508 0.441076 0.440297 0.439666 0.439067 0.438396 0.43773  0.43692
 0.436265 0.435453 0.434727 0.433916 0.432982 0.432115 0.4313   0.430318
 0.429398 0.42844  0.427443 0.426392 0.425336 0.424205 0.423033 0.421914
 0.420686 0.419413 0.41813 ]"
88,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.770674 1.770254 1.769353 1.762765 1.760069 1.75941  1.757012 1.753226
 1.749237 1.745459 1.741643 1.736874 1.730629 1.725985 1.72292  1.715431
 1.712047 1.705066 1.698326 1.692405 1.685814 1.678472 1.671542 1.66477
 1.65553  1.647445 1.639084 1.629683 1.619345 1.609962 1.598648 1.587778
 1.576172 1.564851 1.55176  1.538816 1.525562 1.511585 1.497183 1.481771
 1.466519 1.450207 1.433785 1.416591 1.398477 1.380201 1.361725 1.342185
 1.322517 1.302339 1.281672 1.260487 1.239003 1.21698  1.194591 1.172259
 1.149374 1.126243 1.103064]"
89,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.930125 1.929778 1.928941 1.922222 1.919545 1.918988 1.916642 1.912868
 1.908898 1.90516  1.901397 1.896663 1.890416 1.885846 1.882933 1.875455
 1.872256 1.865349 1.858718 1.852964 1.846543 1.839373 1.832663 1.826151
 1.817114 1.809314 1.801267 1.792183 1.782168 1.773193 1.762259 1.751837
 1.740701 1.729917 1.717348 1.704988 1.692367 1.679053 1.665359 1.650676
 1.636224 1.62073  1.605186 1.588899 1.571714 1.55442  1.536977 1.518474
 1.499887 1.480811 1.461262 1.441199 1.420843 1.399929 1.378627 1.35737
 1.335496 1.31331  1.291003]"
90,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.252702 2.252184 2.251059 2.242713 2.239308 2.23849  2.235466 2.230679
 2.225634 2.220857 2.216032 2.209995 2.202084 2.196207 2.192338 2.182843
 2.17857  2.16972  2.161176 2.153674 2.145319 2.136007 2.127218 2.118631
 2.106898 2.096636 2.08602  2.074077 2.060936 2.049012 2.03462  2.020793
 2.006022 1.991614 1.974939 1.958448 1.941557 1.923737 1.905369 1.885701
 1.866234 1.845402 1.824423 1.802447 1.779278 1.755894 1.732247 1.707215
 1.682006 1.656125 1.629594 1.602371 1.574734 1.546367 1.517486 1.488635
 1.45901  1.428999 1.398851]"
93,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.309425 2.30888  2.307708 2.299078 2.295549 2.294689 2.291551 2.286589
 2.28136  2.276406 2.271401 2.265142 2.256944 2.250846 2.246818 2.236977
 2.232526 2.223345 2.214476 2.20668  2.197998 2.188325 2.179187 2.170253
 2.158063 2.147388 2.136342 2.123919 2.110251 2.097834 2.08286  2.068463
 2.053083 2.038069 2.020704 2.003519 1.985914 1.967337 1.948184 1.927677
 1.907367 1.885634 1.863739 1.840801 1.816619 1.792201 1.767499 1.741354
 1.715013 1.687966 1.660236 1.631777 1.602881 1.573218 1.543014 1.512834
 1.481844 1.45045  1.418907]"
94,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.07722  2.076752 2.075732 2.068154 2.065065 2.064326 2.061584 2.057241
 2.052665 2.048333 2.043959 2.038485 2.03131  2.025984 2.022483 2.013875
 2.010009 2.00199  1.994251 1.98746  1.979896 1.971466 1.963514 1.955747
 1.945128 1.935847 1.92625  1.915451 1.90357  1.892797 1.879791 1.867304
 1.853966 1.840964 1.825915 1.81104  1.795813 1.779754 1.763209 1.7455
 1.727988 1.709254 1.690405 1.670672 1.649881 1.628918 1.607741 1.58534
 1.562808 1.539699 1.516038 1.491788 1.467202 1.441996 1.41637  1.390815
 1.364608 1.338101 1.311517]"
95,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.100384 1.100377 1.100125 1.096746 1.095552 1.095513 1.094541 1.092832
 1.091045 1.089412 1.087798 1.085697 1.082824 1.080884 1.079869 1.076459
 1.075377 1.072366 1.069552 1.067258 1.064665 1.061731 1.059104 1.056646
 1.052914 1.049909 1.046847 1.043311 1.039362 1.036045 1.031776 1.027867
 1.023671 1.019752 1.014986 1.010427 1.005828 1.000964 0.995999 0.990614
 0.98545  0.979838 0.974298 0.968464 0.962252 0.956073 0.9499   0.943254
 0.936638 0.929835 0.922843 0.915635 0.908315 0.900737 0.892976 0.885244
 0.877187 0.868949 0.860614]"
96,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.502377 1.502275 1.501838 1.497224 1.495509 1.495322 1.49388  1.491442
 1.488886 1.48652  1.484163 1.48114  1.47707  1.474225 1.472593 1.467747
 1.465984 1.461622 1.457499 1.454045 1.450165 1.445802 1.441818 1.438032
 1.432508 1.427926 1.423233 1.417871 1.411918 1.406777 1.400321 1.394308
 1.387871 1.381766 1.374483 1.367437 1.360296 1.352757 1.345043 1.336721
 1.328658 1.319953 1.311305 1.302225 1.2926   1.282985 1.273349 1.263044
 1.252754 1.242187 1.231347 1.220197 1.208883 1.19721  1.185284 1.173399
 1.161076 1.148516 1.135837]"
97,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.30179  1.301672 1.301246 1.297025 1.295435 1.295231 1.293885 1.291631
 1.289268 1.287074 1.284885 1.282089 1.278339 1.275698 1.274155 1.26969
 1.268019 1.263986 1.260165 1.256947 1.253336 1.249282 1.245567 1.242025
 1.236903 1.232627 1.228244 1.223248 1.21771  1.212899 1.206891 1.201275
 1.195267 1.189552 1.182761 1.176177 1.169496 1.162447 1.155229 1.147453
 1.139901 1.131758 1.123658 1.115157 1.106156 1.097155 1.088124 1.078483
 1.068846 1.058953 1.048807 1.038377 1.027796 1.016891 1.00576  0.994666
 0.983185 0.9715   0.95972 ]"
98,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.879447 1.879131 1.878357 1.872057 1.869555 1.869045 1.866856 1.863326
 1.859612 1.856117 1.8526   1.848171 1.842322 1.83805  1.835335 1.828333
 1.825351 1.818888 1.812685 1.807308 1.801305 1.794601 1.788329 1.782246
 1.773792 1.766503 1.758983 1.75049  1.741127 1.732742 1.722519 1.712781
 1.702376 1.692304 1.68056  1.669019 1.657237 1.644812 1.632039 1.618346
 1.604883 1.590455 1.575997 1.560861 1.544903 1.52887  1.512728 1.495624
 1.478483 1.460928 1.442978 1.424602 1.406013 1.386969 1.367634 1.348421
 1.328714 1.308805 1.288876]"
100,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.167317 2.166873 2.165861 2.15805  2.1549   2.154194 2.151415 2.14698
 2.142311 2.137902 2.133456 2.127877 2.120541 2.115133 2.111628 2.102834
 2.098973 2.090812 2.082955 2.076096 2.068448 2.059917 2.051898 2.044088
 2.033336 2.023991 2.014338 2.003458 1.991475 1.980666 1.967561 1.955018
 1.941616 1.928588 1.913457 1.898533 1.883268 1.867163 1.850578 1.832804
 1.815256 1.796458 1.777558 1.757754 1.736861 1.715798 1.694518 1.671962
 1.649265 1.625959 1.60206  1.577523 1.552607 1.527008 1.500923 1.47486
 1.448053 1.420861 1.39351 ]"
